,Artist,Position,Streams,Track Name,Week,acousticness,album,artist_top_genre,danceability,energy,instrumentalness,length,liveness,loudness,popularity,release_date,speechiness,tempo,time_signature
122,Stormzy,123.0,423064.0,Crown,2019-10-11--2019-10-18,0.701,Crown,grime,0.542,0.581,1.02e-06,213463.0,0.0741,-5.687,58.0,2019-06-21,0.159,108.909,4.0
123,Diplo,124.0,422844.0,Lonely,2019-10-11--2019-10-18,0.062,Lonely,bmore,0.738,0.717,0.0,139813.0,0.205,-5.121,19.0,2019-09-27,0.0573,98.047,4.0
124,Queen,125.0,417585.0,Don't Stop Me Now - 2011 Mix,2019-10-11--2019-10-18,0.0475,Jazz (2011 Remaster),classic rock,0.559,0.868,0.000176,209413.0,0.776,-5.276,81.0,1978-11-10,0.17,156.295,4.0
125,Tiësto,126.0,415836.0,Ritual,2019-10-11--2019-10-18,0.157,Ritual,big room,0.647,0.726,0.0,198995.0,0.0844,-4.389,76.0,2019-05-31,0.0552,114.996,4.0
126,Oasis,127.0,415823.0,Wonderwall - Remastered,2019-10-11--2019-10-18,0.000452,(What's The Story) Morning Glory? [Remastered],beatlesque,0.378,0.896,0.0,258773.0,0.194,-4.066,78.0,1995-10-02,0.0407,174.302,4.0
127,Ariana Grande,128.0,415350.0,"thank u, next",2019-10-11--2019-10-18,0.229,"thank u, next",dance pop,0.717,0.653,0.0,207320.0,0.101,-5.634,84.0,2019-02-08,0.0658,106.966,4.0
128,Shawn Mendes,129.0,413526.0,If I Can't Have You,2019-10-11--2019-10-18,0.487,Shawn Mendes (Deluxe),canadian pop,0.691,0.823,0.0,191466.0,0.134,-4.197,76.0,2019-06-19,0.0623,123.935,4.0
129,Ali Gatie,130.0,411175.0,It's You,2019-10-11--2019-10-18,0.374,It's You,canadian hip hop,0.732,0.463,0.0,212606.0,0.194,-6.972,9.0,2019-06-14,0.0287,95.971,4.0
130,Juice WRLD,131.0,410890.0,Lucid Dreams,2019-10-11--2019-10-18,0.349,Goodbye & Good Riddance,chicago rap,0.511,0.566,0.0,239835.0,0.34,-7.23,88.0,2018-12-10,0.2,83.903,4.0
131,Elton John,132.0,410141.0,"Rocket Man (I Think It's Going To Be A Long, Long Time)",2019-10-11--2019-10-18,0.432,Honky Chateau,glam rock,0.601,0.532,6.25e-06,281613.0,0.0925,-9.119,81.0,1972-05-19,0.0286,136.571,4.0
132,Avicii,133.0,405720.0,SOS (feat. Aloe Blacc),2019-10-11--2019-10-18,0.272,TIM,big room,0.802,0.645,0.0,157202.0,0.119,-6.181,77.0,2019-06-06,0.0715,100.001,4.0
133,Panic! At The Disco,134.0,404850.0,High Hopes,2019-10-11--2019-10-18,0.193,Pray for the Wicked,baroque pop,0.579,0.904,0.0,190946.0,0.064,-2.729,83.0,2018-06-22,0.0618,82.014,4.0
134,Vance Joy,135.0,404118.0,Riptide,2019-10-11--2019-10-18,0.431,Dream Your Life Away,folk-pop,0.484,0.731,0.0,204280.0,0.151,-6.694,79.0,2014-09-08,0.0379,101.654,4.0
135,Stay Flee Get Lizzy,136.0,402285.0,"2 Cups (feat. Popcaan, Fredo & Tory Lanez)",2019-10-11--2019-10-18,0.0451,2 Cups,uk hip hop,0.76,0.853,0.0,207233.0,0.117,-7.534,59.0,2019-09-25,0.284,102.964,4.0
136,TOTO,137.0,401756.0,Africa,2019-10-11--2019-10-18,0.257,Toto IV,album rock,0.671,0.373,8.01e-05,295893.0,0.0481,-18.064,83.0,1982-04-08,0.0323,92.718,4.0
137,Jonas Blue,138.0,401623.0,What I Like About You (feat. Theresa Rex),2019-10-11--2019-10-18,0.289,What I Like About You (feat. Theresa Rex),dance pop,0.46,0.8,6.16e-06,220396.0,0.121,-3.584,74.0,2019-03-22,0.05,102.46,4.0
138,Anne-Marie,139.0,401361.0,2002,2019-10-11--2019-10-18,0.0372,Speak Your Mind (Deluxe),dance pop,0.697,0.683,0.0,186986.0,0.137,-2.881,82.0,2018-04-27,0.117,96.133,4.0
139,SHAED,140.0,399237.0,Trampoline (with ZAYN),2019-10-11--2019-10-18,0.56,Trampoline (with ZAYN),electropop,0.619,0.459,0.0,184280.0,0.137,-5.782,76.0,2019-09-26,0.0334,126.803,4.0
140,Sam Fender,141.0,398872.0,Hypersonic Missiles,2019-10-11--2019-10-18,0.00089,Hypersonic Missiles,modern alternative rock,0.551,0.814,1.16e-06,237986.0,0.18,-3.683,65.0,2019-09-13,0.0425,130.971,4.0
141,Becky Hill,142.0,398115.0,I Could Get Used To This (with WEISS),2019-10-11--2019-10-18,0.0108,Get To Know,dance pop,0.59,0.646,0.0,194760.0,0.473,-4.666,64.0,2019-09-27,0.0603,117.066,4.0
142,Jax Jones,143.0,397558.0,All Day And Night,2019-10-11--2019-10-18,0.317,Snacks,dance pop,0.567,0.765,0.0,169466.0,0.14,-4.107,71.0,2019-07-12,0.108,121.924,4.0
143,Post Malone,144.0,396555.0,Better Now,2019-10-11--2019-10-18,0.331,beerbongs & bentleys,dfw rap,0.68,0.578,0.0,231266.0,0.135,-5.804,84.0,2018-04-27,0.04,145.038,4.0
144,Post Malone,145.0,396290.0,Die For Me (feat. Future & Halsey),2019-10-11--2019-10-18,0.19,Hollywood's Bleeding,dfw rap,0.614,0.66,0.0,245266.0,0.211,-2.848,76.0,2019-09-06,0.0441,145.01,4.0
145,D-Block Europe,146.0,393594.0,Kitchen Kings,2019-10-11--2019-10-18,0.504,Home Alone,uk hip hop,0.652,0.727,0.0,192025.0,0.469,-5.976,65.0,2019-02-15,0.0582,144.738,4.0
146,Tom Walker,147.0,390419.0,Just You and I,2019-10-11--2019-10-18,0.456,What a Time To Be Alive,indie anthem-folk,0.567,0.696,0.0,174982.0,0.113,-5.416,65.0,2019-03-01,0.301,92.061,4.0
147,Sam Fender,148.0,387677.0,Will We Talk?,2019-10-11--2019-10-18,0.00128,Hypersonic Missiles,modern alternative rock,0.296,0.925,0.000315,162600.0,0.0797,-0.783,65.0,2019-09-13,0.0767,204.111,4.0
148,Cadet,149.0,387573.0,Advice,2019-10-11--2019-10-18,0.201,Advice,grime,0.911,0.529,0.0,192571.0,0.101,-7.996,61.0,2018-09-14,0.328,105.067,4.0
149,Ed Sheeran,150.0,386602.0,Shape of You,2019-10-11--2019-10-18,0.581,÷ (Deluxe),pop,0.825,0.652,0.0,233712.0,0.0931,-3.183,85.0,2017-03-03,0.0802,95.977,4.0
150,Dean Lewis,151.0,384608.0,Be Alright,2019-10-11--2019-10-18,0.705,A Place We Knew,australian pop,0.551,0.537,0.0,196493.0,0.0802,-7.595,77.0,2019-03-22,0.034,126.421,4.0
151,Billie Eilish,152.0,380325.0,all the good girls go to hell,2019-10-11--2019-10-18,0.283,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",electropop,0.726,0.444,0.143,168839.0,0.177,-8.922,79.0,2019-03-29,0.372,185.044,4.0
152,Khalid,153.0,378996.0,Talk (feat. Disclosure),2019-10-11--2019-10-18,0.051,Free Spirit,alternative r&b,0.901,0.4,0.0,197573.0,0.0599,-8.575,76.0,2019-04-05,0.126,135.984,4.0
153,A Boogie Wit da Hoodie,154.0,378497.0,Swervin (feat. 6ix9ine),2019-10-11--2019-10-18,0.0153,Hoodie SZN,melodic rap,0.581,0.662,0.0,189486.0,0.111,-5.239,81.0,2018-12-21,0.303,93.023,4.0
154,Fleetwood Mac,155.0,376993.0,Everywhere - 2017 Remaster,2019-10-11--2019-10-18,0.258,Tango In the Night (Deluxe Edition),album rock,0.73,0.487,0.01,226653.0,0.0852,-10.991,79.0,1987-04-13,0.0303,114.965,4.0
155,The Chainsmokers,156.0,374717.0,Takeaway (feat. Lennon Stella),2019-10-11--2019-10-18,0.12,World War Joy...Takeaway,dance pop,0.294,0.505,0.0,209893.0,0.0977,-8.106,9.0,2019-07-24,0.042,85.332,1.0
156,5 Seconds of Summer,157.0,372132.0,Teeth,2019-10-11--2019-10-18,0.0516,13 Reasons Why (Season 3),boy band,0.749,0.461,6.24e-06,204887.0,0.0738,-2.961,77.0,2019-08-23,0.0416,139.02,4.0
157,Sam Smith,158.0,370000.0,Dancing With A Stranger (with Normani),2019-10-11--2019-10-18,0.45,Dancing With A Stranger (with Normani),pop,0.741,0.52,1.97e-06,171029.0,0.222,-7.513,84.0,2019-01-11,0.0656,102.998,4.0
158,JAY1,159.0,363666.0,Your Mrs,2019-10-11--2019-10-18,0.612,One Wave,uk hip hop,0.852,0.668,4.58e-06,173331.0,0.0634,-7.86,60.0,2019-07-05,0.453,143.832,4.0
159,Toploader,160.0,361577.0,Dancing in the Moonlight,2019-10-11--2019-10-18,0.0624,Onka's Big Moka,british alternative rock,0.632,0.858,0.0,232693.0,0.347,-3.463,75.0,2000,0.035,119.397,4.0
160,Ed Sheeran,161.0,361505.0,Antisocial (with Travis Scott),2019-10-11--2019-10-18,0.132,No.6 Collaborations Project,pop,0.716,0.823,0.0,161746.0,0.361,-5.313,69.0,2019-07-12,0.0495,151.957,4.0
161,Lizzo,162.0,361358.0,Juice,2019-10-11--2019-10-18,0.00611,Cuz I Love You,dance pop,0.767,0.889,0.0,195144.0,0.402,-2.988,77.0,2019-04-19,0.0963,119.93,4.0
162,Ed Sheeran,163.0,360757.0,Perfect,2019-10-11--2019-10-18,0.163,÷ (Deluxe),pop,0.599,0.448,0.0,263400.0,0.106,-6.312,86.0,2017-03-03,0.0232,95.05,3.0
163,Summer Walker,164.0,360635.0,Playing Games,2019-10-11--2019-10-18,0.7,Over It,pop,0.759,0.413,0.0,143666.0,0.14,-7.282,70.0,2019-10-04,0.0494,115.893,4.0
164,Blossoms,165.0,359859.0,Your Girlfriend,2019-10-11--2019-10-18,0.0401,Your Girlfriend,english indie rock,0.672,0.865,2.31e-06,161293.0,0.0996,-4.83,56.0,2019-06-20,0.0362,119.997,4.0
165,Travis Scott,166.0,359762.0,goosebumps,2019-10-11--2019-10-18,0.0847,Birds In The Trap Sing McKnight,rap,0.841,0.728,0.0,243836.0,0.149,-3.37,89.0,2016-09-16,0.0484,130.049,4.0
166,Ed Sheeran,167.0,359629.0,Remember The Name (feat. Eminem & 50 Cent),2019-10-11--2019-10-18,0.135,No.6 Collaborations Project,pop,0.852,0.666,0.0,207760.0,0.798,-6.923,72.0,2019-07-12,0.184,91.046,4.0
167,Calvin Harris,168.0,359018.0,Giant (with Rag'n'Bone Man),2019-10-11--2019-10-18,0.016,Giant (with Rag'n'Bone Man),dance pop,0.807,0.887,0.000503,229184.0,0.0811,-4.311,78.0,2019-01-11,0.0361,122.015,4.0
168,Camila Cabello,169.0,358626.0,Easy,2019-10-11--2019-10-18,0.411,Easy,dance pop,0.574,0.593,1.55e-06,194686.0,0.0966,-5.731,69.0,2019-10-11,0.0463,128.073,4.0
169,Imagine Dragons,170.0,358378.0,Believer,2019-10-11--2019-10-18,0.0622,Evolve,modern rock,0.776,0.78,0.0,204346.0,0.081,-4.374,87.0,2017-06-23,0.128,124.949,4.0
170,Billie Eilish,171.0,358315.0,bury a friend,2019-10-11--2019-10-18,0.74,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",electropop,0.905,0.389,0.162,193143.0,0.106,-14.505,80.0,2019-03-29,0.332,120.046,4.0
171,Ariana Grande,172.0,357669.0,"break up with your girlfriend, i'm bored",2019-10-11--2019-10-18,0.0421,"thank u, next",dance pop,0.726,0.554,0.0,190440.0,0.106,-5.29,79.0,2019-02-08,0.0917,169.999,4.0
172,Endor,173.0,356255.0,Pump It Up,2019-10-11--2019-10-18,0.203,Pump It Up,deep groove house,0.899,0.894,9.95e-05,150635.0,0.0606,-7.255,76.0,2019-09-13,0.222,129.045,4.0
173,Koffee,174.0,356244.0,Toast,2019-10-11--2019-10-18,0.0342,Rapture EP,dancehall,0.906,0.638,1.7e-05,191502.0,0.0725,-7.917,70.0,2019-03-14,0.256,99.959,4.0
174,Post Malone,175.0,355670.0,On The Road (feat. Meek Mill & Lil Baby),2019-10-11--2019-10-18,0.0589,Hollywood's Bleeding,dfw rap,0.442,0.737,0.0,218320.0,0.102,-5.046,75.0,2019-09-06,0.109,112.93,5.0
175,Oasis,176.0,354823.0,Don't Look Back in Anger - Remastered,2019-10-11--2019-10-18,0.0708,(What's The Story) Morning Glory? [Remastered],beatlesque,0.327,0.938,3.79e-06,289560.0,0.148,-3.237,71.0,1995-10-02,0.0645,162.937,4.0
176,George Ezra,177.0,354739.0,Paradise,2019-10-11--2019-10-18,0.209,Staying at Tamara's,folk-pop,0.642,0.881,0.0,222044.0,0.21,-3.537,71.0,2018-03-23,0.0393,138.03,4.0
177,Loud Luxury,178.0,353566.0,Body (feat. brando),2019-10-11--2019-10-18,0.0476,Body (feat. brando),dance pop,0.752,0.764,9.44e-05,163216.0,0.0543,-4.399,58.0,2017-10-27,0.038,121.958,4.0
178,Hardy Caprio,179.0,353507.0,Best Life,2019-10-11--2019-10-18,0.211,Best Life,afroswing,0.845,0.668,0.0,200265.0,0.122,-6.702,65.0,2018-06-28,0.0447,106.017,4.0
179,Fleetwood Mac,180.0,352522.0,Go Your Own Way - 2004 Remaster,2019-10-11--2019-10-18,0.0185,Rumours,album rock,0.583,0.947,0.00109,223613.0,0.0679,-5.12,76.0,1977-02-04,0.0378,135.448,4.0
180,Fleetwood Mac,181.0,351338.0,The Chain - 2004 Remaster,2019-10-11--2019-10-18,0.009,Rumours (Super Deluxe),album rock,0.545,0.67,0.000822,270213.0,0.0451,-8.81,82.0,1977-02-04,0.0496,151.553,4.0
181,Journey,182.0,351310.0,Don't Stop Believin',2019-10-11--2019-10-18,0.127,Escape,album rock,0.5,0.748,0.0,250986.0,0.447,-9.072,80.0,1981,0.0363,118.852,4.0
182,Fredo,183.0,351193.0,Freddy,2019-10-11--2019-10-18,0.191,Freddy,grime,0.806,0.737,0.0,137000.0,0.343,-6.648,42.0,2019-09-13,0.282,127.925,4.0
183,Post Malone,184.0,350726.0,I Fall Apart,2019-10-11--2019-10-18,0.0689,Stoney (Deluxe),dfw rap,0.556,0.538,0.0,223346.0,0.196,-5.408,82.0,2016-12-09,0.0382,143.95,4.0
184,Polo G,185.0,350047.0,Pop Out (feat. Lil Tjay),2019-10-11--2019-10-18,0.15,Die A Legend,chicago rap,0.772,0.639,0.0,166560.0,0.0698,-7.119,82.0,2019-06-07,0.467,168.112,4.0
185,Lil Tecca,186.0,348911.0,Ransom (with Juice WRLD) - Remix,2019-10-11--2019-10-18,0.0119,We Love You Tecca,melodic rap,0.684,0.671,0.0,171253.0,0.0769,-6.424,77.0,2019-08-30,0.289,179.987,4.0
186,Sam Fender,187.0,348692.0,The Borders,2019-10-11--2019-10-18,0.00195,Hypersonic Missiles,modern alternative rock,0.481,0.925,0.000315,332413.0,0.302,-3.787,59.0,2019-09-13,0.0717,160.959,4.0
187,YUNGBLUD,188.0,348656.0,original me (feat. dan reynolds of imagine dragons),2019-10-11--2019-10-18,0.00888,original me (feat. dan reynolds of imagine dragons),british indie rock,0.471,0.786,1.89e-06,205320.0,0.187,-5.24,64.0,2019-10-09,0.192,160.01,4.0
188,Tame Impala,189.0,346694.0,The Less I Know The Better,2019-10-11--2019-10-18,0.0115,Currents,australian psych,0.64,0.74,0.00678,216320.0,0.167,-4.083,85.0,2015-07-17,0.0284,116.879,4.0
189,Keala Settle,190.0,346335.0,This Is Me,2019-10-11--2019-10-18,0.00583,This Is Me,broadway,0.284,0.704,0.000115,234706.0,0.0424,-7.276,66.0,2017-10-27,0.186,191.702,4.0
190,NSG,191.0,346178.0,OT Bop,2019-10-11--2019-10-18,0.112,OT Bop,afro dancehall,0.936,0.479,0.0107,185760.0,0.0663,-5.842,58.0,2019-05-23,0.27,100.999,4.0
191,Queen,192.0,345483.0,Another One Bites The Dust - Remastered 2011,2019-10-11--2019-10-18,0.112,The Game (2011 Remaster),classic rock,0.933,0.528,0.312,214653.0,0.163,-6.472,81.0,1980-06-27,0.161,109.967,4.0
192,Khalid,193.0,345056.0,Better,2019-10-11--2019-10-18,0.0765,Suncity,alternative r&b,0.596,0.552,0.334,229320.0,0.104,-10.278,77.0,2018-10-18,0.097,97.949,4.0
193,Post Malone,194.0,344995.0,A Thousand Bad Times,2019-10-11--2019-10-18,0.105,Hollywood's Bleeding,dfw rap,0.632,0.732,1.15e-05,221173.0,0.111,-3.498,73.0,2019-09-06,0.092,159.0,4.0
194,5 Seconds of Summer,195.0,343758.0,Youngblood,2019-10-11--2019-10-18,0.0169,Youngblood (Deluxe),boy band,0.596,0.854,0.0,203417.0,0.124,-5.114,82.0,2018-06-15,0.463,120.274,4.0
195,Gerry Cinnamon,196.0,343042.0,Sun Queen,2019-10-11--2019-10-18,0.36,Sun Queen,glasgow indie,0.652,0.799,0.000993,247250.0,0.0806,-8.563,56.0,2019-10-11,0.0288,127.997,4.0
196,Taylor Swift,197.0,342529.0,ME! (feat. Brendon Urie of Panic! At The Disco),2019-10-11--2019-10-18,0.033,Lover,dance pop,0.61,0.83,0.0,193000.0,0.118,-4.105,80.0,2019-08-23,0.0571,182.162,4.0
197,Krept & Konan,198.0,342029.0,I Spy (feat. Headie One & K-Trap),2019-10-11--2019-10-18,0.115,I Spy (feat. Headie One & K-Trap),grime,0.907,0.72,5.19e-06,273951.0,0.0668,-5.089,53.0,2019-07-11,0.248,142.03,4.0
198,Tyga,199.0,340284.0,Taste (feat. Offset),2019-10-11--2019-10-18,0.0293,Legendary,dance pop,0.866,0.613,0.0,229210.0,0.104,-6.385,72.0,2019-06-07,0.151,98.001,4.0
199,George Ezra,200.0,338334.0,Budapest,2019-10-11--2019-10-18,0.0883,Wanted on Voyage,folk-pop,0.714,0.451,0.0,200720.0,0.108,-8.268,54.0,2014-06-27,0.0276,127.787,4.0
200,Tones And I,1.0,4584918.0,Dance Monkey,2019-10-18--2019-10-25,0.688,Dance Monkey,australian pop,0.825,0.593,0.000161,209754.0,0.17,-6.401,70.0,2019-05-10,0.0988,98.078,4.0
201,Regard,2.0,2630953.0,Ride It,2019-10-18--2019-10-25,0.177,Ride It,edm,0.88,0.751,6.43e-05,157605.0,0.106,-4.258,87.0,2019-07-26,0.0874,117.948,4.0
202,Post Malone,3.0,2159465.0,Circles,2019-10-18--2019-10-25,0.192,Hollywood's Bleeding,dfw rap,0.695,0.762,0.00244,215280.0,0.0863,-3.497,89.0,2019-09-06,0.0395,120.042,4.0
203,Travis Scott,4.0,2014877.0,HIGHEST IN THE ROOM,2019-10-18--2019-10-25,0.0546,HIGHEST IN THE ROOM,rap,0.598,0.427,5.83e-06,175720.0,0.21,-8.764,88.0,2019-10-04,0.0317,76.469,4.0
204,Ed Sheeran,5.0,1917790.0,South of the Border (feat. Camila Cabello & Cardi B),2019-10-18--2019-10-25,0.148,No.6 Collaborations Project,pop,0.857,0.621,0.0,204466.0,0.0865,-6.376,81.0,2019-07-12,0.0825,97.989,4.0
205,Joel Corry,6.0,1917486.0,Sorry,2019-10-18--2019-10-25,0.0547,Sorry,dance pop,0.744,0.79,0.000802,188640.0,0.32,-4.617,71.0,2019-04-05,0.0562,125.002,4.0
206,Lewis Capaldi,7.0,1887897.0,Someone You Loved,2019-10-18--2019-10-25,0.751,Divinely Uninspired To A Hellish Extent,pop,0.501,0.405,0.0,182160.0,0.105,-5.679,90.0,2019-05-17,0.0319,109.891,4.0
207,Young T & Bugsey,8.0,1884845.0,Strike a Pose (feat. Aitch),2019-10-18--2019-10-25,0.0107,Strike a Pose (feat. Aitch),afroswing,0.531,0.581,1.62e-05,214203.0,0.101,-5.801,66.0,2019-06-06,0.101,137.776,5.0
208,Aitch,9.0,1882306.0,Taste (Make It Shake),2019-10-18--2019-10-25,0.277,AitcH2O,manchester hip hop,0.761,0.442,0.0,213680.0,0.125,-12.872,66.0,2019-09-06,0.383,97.753,3.0
209,Jorja Smith,10.0,1788417.0,Be Honest,2019-10-18--2019-10-25,0.344,Lost & Found,pop,0.767,0.746,0.0,207030.0,0.11,-5.891,53.0,2019-10-15,0.106,98.04,4.0
210,AJ Tracey,11.0,1700387.0,Ladbroke Grove,2019-10-18--2019-10-25,0.0939,AJ Tracey,grime,0.903,0.839,0.0,190537.0,0.102,-9.447,73.0,2019-02-08,0.208,133.986,4.0
211,Harry Styles,12.0,1641363.0,Lights Up,2019-10-18--2019-10-25,0.0426,Lights Up,pop,0.585,0.62,0.00224,172226.0,0.15,-8.09,9.0,2019-10-11,0.0327,101.939,4.0
212,Dominic Fike,13.0,1639537.0,3 Nights,2019-10-18--2019-10-25,0.223,"Don't Forget About Me, Demos",alternative pop rock,0.815,0.518,0.0,177666.0,0.104,-6.594,80.0,2018-10-16,0.0897,151.891,4.0
213,Dermot Kennedy,14.0,1631332.0,Outnumbered,2019-10-18--2019-10-25,0.247,Without Fear,folk-pop,0.614,0.684,0.0,245699.0,0.0976,-5.79,68.0,2019-10-04,0.157,156.85,4.0
214,Aitch,15.0,1554278.0,Buss Down (feat. ZieZie),2019-10-18--2019-10-25,0.109,AitcH2O,manchester hip hop,0.795,0.779,1.44e-05,211786.0,0.0836,-5.413,63.0,2019-09-06,0.177,95.045,4.0
215,Kygo,16.0,1514301.0,Higher Love,2019-10-18--2019-10-25,0.0154,Higher Love,edm,0.693,0.678,6.05e-06,228267.0,0.101,-7.159,83.0,2019-06-28,0.0324,103.952,4.0
216,Sam Feldt,17.0,1513979.0,Post Malone (feat. RANI),2019-10-18--2019-10-25,0.0771,Post Malone (feat. RANI) [Joe Stone Remix],dance pop,0.59,0.642,0.0,174444.0,0.105,-3.87,74.0,2019-08-16,0.122,107.356,4.0
217,Dave,18.0,1475270.0,Professor X,2019-10-18--2019-10-25,0.11,Professor X,uk hip hop,0.891,0.675,0.0,217704.0,0.275,-6.892,69.0,2019-09-13,0.152,127.012,4.0
218,Sam Smith,19.0,1426464.0,How Do You Sleep?,2019-10-18--2019-10-25,0.153,How Do You Sleep?,pop,0.477,0.682,0.0,202204.0,0.0763,-4.931,83.0,2019-07-19,0.0925,110.567,5.0
219,Lil Tecca,20.0,1422926.0,Ransom,2019-10-18--2019-10-25,0.0204,We Love You Tecca,melodic rap,0.745,0.642,0.0,131240.0,0.0658,-6.257,83.0,2019-08-30,0.287,179.974,4.0
220,Ed Sheeran,21.0,1345514.0,Beautiful People (feat. Khalid),2019-10-18--2019-10-25,0.124,No.6 Collaborations Project,pop,0.64,0.647,0.0,197866.0,0.0801,-8.114,77.0,2019-07-12,0.186,92.979,4.0
221,Lewis Capaldi,22.0,1308094.0,Bruises,2019-10-18--2019-10-25,0.946,Divinely Uninspired To A Hellish Extent,pop,0.736,0.308,0.0,220492.0,0.186,-7.83,84.0,2019-05-17,0.0677,111.202,4.0
222,Shawn Mendes,23.0,1291259.0,Señorita,2019-10-18--2019-10-25,0.0392,Shawn Mendes (Deluxe),canadian pop,0.759,0.548,0.0,190799.0,0.0828,-6.049,82.0,2019-06-19,0.029,116.967,4.0
223,Maroon 5,24.0,1234792.0,Memories,2019-10-18--2019-10-25,0.837,Memories,pop,0.764,0.32,0.0,189486.0,0.0822,-7.209,89.0,2019-09-20,0.0546,91.019,4.0
224,Ed Sheeran,25.0,1222330.0,Take Me Back to London (feat. Stormzy),2019-10-18--2019-10-25,0.219,No.6 Collaborations Project,pop,0.885,0.762,0.0,189733.0,0.162,-5.513,71.0,2019-07-12,0.216,138.058,4.0
225,Headie One,26.0,1202938.0,Both,2019-10-18--2019-10-25,0.565,Music x Road,uk hip hop,0.751,0.674,0.000266,213586.0,0.114,-7.101,68.0,2019-08-23,0.212,145.808,4.0
226,Riton,27.0,1201859.0,Turn Me On (feat. Vula),2019-10-18--2019-10-25,0.0149,Turn Me On (feat. Vula),house,0.737,0.828,0.000583,208473.0,0.0862,-4.711,78.0,2019-09-13,0.0396,124.052,4.0
227,blackbear,28.0,1138467.0,hot girl bummer,2019-10-18--2019-10-25,0.128,hot girl bummer,pop,0.778,0.559,0.0,185093.0,0.399,-7.109,65.0,2019-08-23,0.0776,129.989,1.0
228,MEDUZA,29.0,1137741.0,Lose Control,2019-10-18--2019-10-25,0.129,Lose Control,brazilian edm,0.598,0.526,0.0,168387.0,0.14,-8.659,85.0,2019-10-11,0.0415,123.935,4.0
229,Dave,30.0,1117374.0,Location (feat. Burna Boy),2019-10-18--2019-10-25,0.271,PSYCHODRAMA,uk hip hop,0.812,0.496,0.0,241293.0,0.0955,-5.969,76.0,2019-03-08,0.297,109.979,4.0
230,Ed Sheeran,31.0,1111739.0,I Don't Care (with Justin Bieber),2019-10-18--2019-10-25,0.0902,No.6 Collaborations Project,pop,0.798,0.676,0.0,219946.0,0.0894,-5.041,79.0,2019-07-12,0.0442,101.956,4.0
231,Lil Nas X,32.0,1086466.0,Panini,2019-10-18--2019-10-25,0.342,Panini,country rap,0.703,0.594,0.0,114893.0,0.123,-6.146,74.0,2019-09-13,0.0752,153.848,4.0
232,Lauv,33.0,1060402.0,"fuck, i'm lonely",2019-10-18--2019-10-25,0.482,"fuck, i'm lonely",pop,0.806,0.558,0.0,198973.0,0.0618,-6.46,13.0,2019-08-02,0.0683,95.016,4.0
233,Tiësto,34.0,1042850.0,God Is A Dancer (with Mabel),2019-10-18--2019-10-25,0.0241,God Is A Dancer (with Mabel),big room,0.774,0.747,6.11e-06,168125.0,0.342,-3.908,74.0,2019-09-20,0.082,119.964,4.0
234,Camila Cabello,35.0,1038150.0,Liar,2019-10-18--2019-10-25,0.0169,Liar,dance pop,0.74,0.498,0.00282,207038.0,0.319,-6.684,75.0,2019-09-04,0.0456,98.016,4.0
235,Normani,36.0,1018188.0,Motivation,2019-10-18--2019-10-25,0.0192,Motivation,dance pop,0.599,0.887,1.21e-06,193837.0,0.3,-3.967,76.0,2019-08-16,0.0984,170.918,4.0
236,MIST,37.0,1009156.0,So High (feat. Fredo),2019-10-18--2019-10-25,0.00612,So High (feat. Fredo),birmingham grime,0.866,0.714,1.88e-05,163142.0,0.0787,-6.107,67.0,2019-07-04,0.22,108.005,4.0
237,Dan + Shay,38.0,999393.0,"10,000 Hours (with Justin Bieber)",2019-10-18--2019-10-25,0.153,"10,000 Hours (with Justin Bieber)",contemporary country,0.654,0.63,0.0,167693.0,0.111,-4.644,85.0,2019-10-04,0.0259,89.991,4.0
238,Y2K,39.0,990758.0,Lalala,2019-10-18--2019-10-25,0.181,Lalala,pop rap,0.843,0.391,0.0,160626.0,0.137,-7.899,82.0,2019-06-28,0.0845,129.972,4.0
239,Halsey,40.0,987293.0,Graveyard,2019-10-18--2019-10-25,0.231,Graveyard,dance pop,0.667,0.583,4.48e-05,181805.0,0.181,-5.127,12.0,2019-09-13,0.0747,92.043,4.0
240,Billie Eilish,41.0,972002.0,bad guy,2019-10-18--2019-10-25,0.328,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",electropop,0.701,0.425,0.13,194087.0,0.1,-10.965,88.0,2019-03-29,0.375,135.128,4.0
241,Lizzo,42.0,969800.0,Good as Hell,2019-10-18--2019-10-25,0.256,Good as Hell,dance pop,0.682,0.919,0.0,159735.0,0.442,-3.18,69.0,2016-03-09,0.0875,95.982,4.0
242,Stormzy,43.0,959541.0,Vossi Bop,2019-10-18--2019-10-25,0.13,Vossi Bop,grime,0.682,0.653,0.00116,196266.0,0.129,-6.062,71.0,2019-04-26,0.339,188.115,4.0
243,Post Malone,44.0,938581.0,Goodbyes (Feat. Young Thug),2019-10-18--2019-10-25,0.447,Goodbyes (Feat. Young Thug),dfw rap,0.58,0.653,0.0,174960.0,0.111,-3.818,13.0,2019-07-05,0.0745,150.231,4.0
244,Lizzo,45.0,938409.0,Truth Hurts,2019-10-18--2019-10-25,0.11,Cuz I Love You (Deluxe),dance pop,0.715,0.624,0.0,173325.0,0.123,-3.046,71.0,2019-05-03,0.114,158.087,4.0
